, ,AY661038,AY661039,AY660991,AY661040,AY660992,AY660993,AY660994,AY660995,AY660996,AY660997,AY660998,AY660999,AY661041,AY661000,AY661001,AY661002,AY661003,AY661004,AY661018,AY661042,AY661017,AY661027,AY661005,AY661043,AY661028,AY661044,AY661006,AY661007,AY661008,AY661009,AY661010,AY661045,AY661011,AY661012,AY661013,AY661047,AY661046,AY661025,AY661048,AY661049,AY661052,AY661053,AY661054,AY661067,AY661073,AY661098,AY661144,AY661151,AY661160,AY661181,AY661050,AF008888,AY661014,AY661015,AY661016,U08858,AF008867,AF008903,AY661056,AY661055,AY661057,AF008886,AF008665,AY661059,AY661068,AY661029,AY661061,AY661063,AY661058,AY661069,AY661072,AY661076,AY661075,AY661081,AY661079,AY661078,AY661115,AY661096,AY661110,AY661117,AY661114,AY661080,AY661097,AY661093,AY661095,AY661126,AY661127,AY661128,AY661120,AF008697,AY661066,AY661099,D49961,AY661088,AY661116,AY661071,AY661060,AY661062,AY661064,AY661065,AY661070,AY661074,AY661130,AY661138,AY661125,AY661129,AY661137,AY661134,AY661135,AY661155,AY661150,AY661143,AY661145,AY661142,AY661147,AY661148,AY661131,AY661133,AY661139,AY661140,AY661141,AY661146,AY661149,AY661132,AY661156,AY661152,AY661153,AY661154,AY661167,AY661159,AY661168,AY661169,AY661162,AY661164,AY661163,AY661166,AY661165,AY661173,AY661174,AY661161,AY661157,AY661158,AY661170,AY661171,AY661172,AY661211,AY661175,Z46408,AY661204,AY661178,AY661176,AY661177,Z46414,Z46405,AY661180,AY661183,AY661179,AY661182,AY661185,AY661077,AY661100,AY661103,AY661104,AY661102,AY661101,AY661105,AY661106,AY661107,AY661119,AY661109,AY661111,AY661124,AY661122,AY661123,AY661118,AY661113,AY661108,AY661082,AY661083,AY661084,AY661085,AY661086,AY661087,AY661089,AY661090,AY661091,AY661092,AY661094,AY661112,AY661121,AY661184,AF008755,AY661196,AY661186,AY661187,AY661189,AY661192,AF008725,AY661191,AY661188,AY661190,AY661197,AY661195,AY661193,AF008769,AF008711,AF180602,AF180570,AY661194,AY661200,AY661202,AY661201,AY661203,AY661205,AY661209,AF131997,AF180643,AF368444,AF368446,AY661206,AY661208,AY661019,AY661026,AY661021,AY661207,AY661051,AY661022,AY661024,AY661031,AY661030,AY661020,AY661034,AY661035,AY661036,AY661037,AY661032,AY661023,AY661033,AF201874,AF092062
127,AY661154,1,1,0,1,1,1,0,2,0,0,2,0,2,0,2,0,2,0,3,1,1,3,1,1,0,0,1,3,1,0,1,2,0,2,2,2,0,1,0,0,2,1,0,1,1,0,1,0,1,3,0,1,1,0,3,1,1,2,0,2,0,0,1,1,0,3,0,1,1,2,3,1,2,2,0,3,0,1,0,0,2,1,3,1,2,0,1,2,3,3,0,0,3,0,3,0,0,0,1,0,0,0,3,2,3,1,3,2,2,0,2,3,0,3,2,2,3,0,2,1,1,1,2,0,2,0,0,3,1,3,0,0,2,0,2,1,3,0,3,2,0,1,0,0,1,1,2,0,0,1,0,0,1,0,2,2,2,0,1,2,0,0,2,1,0,1,2,0,3,0,1,2,3,0,3,3,0,0,2,3,3,2,2,2,3,1,3,3,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,3,1,3,0,0,1,1,1,0,1,0,2,3,3,2,1,0,1,0,1,0,3,2,3,0,0,1,0,0,2,3,0,1,3,0,0
128,AY661167,0,0,1,1,1,0,1,0,2,1,3,1,2,1,0,0,1,0,0,1,1,2,1,1,0,2,0,3,1,0,0,3,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,2,0,2,1,2,0,2,0,3,3,0,0,1,1,0,1,0,1,3,0,0,0,2,0,0,1,0,0,1,1,3,0,0,0,2,0,0,2,0,0,0,2,0,1,0,3,2,2,0,1,1,3,2,1,1,0,2,0,3,1,1,2,0,0,1,1,0,2,0,0,2,3,0,1,1,0,1,0,0,0,0,3,2,0,2,2,0,0,0,2,2,0,0,1,1,0,0,1,0,0,0,2,1,0,0,1,3,2,2,0,1,0,1,2,0,0,2,0,1,0,1,0,3,0,0,2,0,0,0,2,1,0,2,0,0,1,3,0,1,1,3,0,0,0,0,2,2,1,2,2,2,1,2,3,0,0,3,1,0,1,0,2,1,0,1,0,0,3,0,0,0,3,1,1,0,0,0,3,3,0,2,2,2,2,2,2,1,3,0,0,3,1,0
129,AY661159,1,1,3,0,2,2,1,0,2,0,1,0,3,0,0,1,0,3,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,3,0,0,0,2,0,2,2,2,1,2,1,0,1,3,2,1,3,0,0,2,1,3,0,3,0,0,0,0,3,1,3,0,0,0,3,1,0,1,0,1,1,0,3,0,0,0,2,0,3,2,3,0,1,2,0,1,0,2,3,1,0,2,2,0,1,1,0,2,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,2,0,0,0,2,0,3,1,1,2,0,3,0,2,3,0,1,3,1,1,2,2,3,3,2,1,0,0,0,0,2,0,2,0,1,2,2,2,2,2,2,0,2,3,0,3,2,1,2,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,2,0,0,1,1,2,0,1,2,0,0,2,0,0,1,0,1,0,1,1,2,2,0,0,1,3,2,0,2,3,2,1,3,2,0,3,2,1,0,2,3,1,3,0,0,2,2,0,3,2,1,2,2,2,1,0
130,AY661168,0,0,0,1,2,0,2,2,1,0,0,1,0,1,0,0,2,1,0,0,1,3,1,3,1,0,0,0,0,0,3,0,1,1,1,0,2,0,1,1,2,0,0,0,1,1,2,1,2,2,0,0,0,1,2,1,0,3,0,1,3,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,0,3,2,1,0,3,0,1,3,0,1,1,0,0,0,0,1,0,1,2,0,1,0,2,0,3,0,2,2,0,2,1,0,0,1,1,3,2,0,0,2,0,1,3,0,0,3,1,3,0,2,3,1,1,3,1,0,1,0,3,2,0,0,0,0,1,3,2,1,0,0,0,2,0,0,2,3,2,1,0,1,1,3,1,0,0,0,2,2,2,0,1,2,0,0,3,2,1,0,0,0,0,0,2,0,1,1,0,1,0,3,1,2,0,2,3,1,2,0,0,0,2,0,0,0,2,0,2,1,1,0,0,2,1,0,2,2,1,2,0,2,0,0,0,1,0,1,2,0,2,0,1,0,2,2,1,0,2,1,2,1
131,AY661169,1,3,1,2,2,0,0,2,1,0,1,2,0,2,2,1,0,2,0,1,3,0,1,0,0,1,1,0,0,0,0,1,0,1,3,0,0,0,3,1,3,0,1,0,1,1,0,1,2,0,2,2,1,1,2,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,2,2,3,1,3,0,3,0,0,0,1,0,0,0,1,2,3,2,0,2,1,0,0,2,2,1,0,2,2,2,0,3,2,0,2,0,2,2,2,0,0,1,0,1,1,0,3,3,2,2,0,0,1,0,3,1,0,2,0,1,3,3,0,0,1,1,0,1,0,0,3,2,2,2,0,0,1,0,1,0,0,2,0,0,2,1,0,1,2,1,0,0,1,1,2,1,3,2,0,1,2,0,1,1,1,0,0,0,2,1,0,0,0,3,0,0,0,1,0,0,0,1,0,1,2,3,2,1,3,2,0,0,2,0,0,0,1,1,1,2,1,2,1,0,0,1,3,0,3,0,2,0,2,1,2,2,2,0,1,2,0,1,1,0,0,1,1,2,0,0
132,AY661162,1,1,0,0,0,0,0,0,0,0,2,3,2,0,1,2,2,0,0,0,1,0,2,1,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,2,0,3,0,1,3,3,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,0,1,1,2,1,0,0,3,1,0,2,0,0,0,0,1,1,2,3,0,2,1,2,2,1,1,0,1,0,0,3,0,0,2,2,0,0,3,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,3,0,3,3,2,3,0,0,3,0,0,2,0,3,1,2,0,0,1,0,3,0,0,2,0,2,3,0,3,1,3,2,1,2,0,0,3,1,1,0,0,0,1,0,2,3,1,0,0,0,1,0,2,0,0,3,0,1,0,0,0,3,0,1,0,2,2,2,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,2,0,1,1,1,3,3,0,0,1,2,2,3,0,2,2,0,1,0,0,0,0,0,0,0,2,1
133,AY661164,0,1,2,0,0,3,1,1,0,0,0,0,0,0,3,3,3,1,0,2,1,2,0,3,0,3,2,2,2,0,1,3,2,0,3,1,0,1,1,0,3,0,3,0,2,0,0,2,3,0,2,3,1,1,1,1,3,1,1,0,0,1,3,0,3,0,2,0,0,3,1,1,0,1,0,0,1,0,0,0,2,0,1,1,2,2,0,2,0,3,1,0,0,0,1,0,0,2,0,1,3,1,1,1,0,0,1,1,2,3,1,0,2,2,1,2,1,3,2,3,1,0,0,1,0,1,0,0,0,2,0,3,3,3,0,0,0,3,0,1,2,0,0,2,3,0,2,2,2,1,1,1,0,0,3,2,1,2,1,3,1,3,3,1,0,0,1,1,1,0,0,1,1,0,2,1,2,2,0,1,0,2,0,0,0,0,1,0,1,2,1,0,2,0,0,3,2,0,1,0,2,0,1,1,1,1,0,1,1,1,1,2,2,0,0,2,2,0,0,2,0,0,0,0,0,1,1,1,0,1,2,3,0,0,2,0,0,3,2,1
134,AY661163,2,1,0,1,3,0,0,1,1,0,0,0,3,1,1,1,0,2,0,1,2,0,0,1,1,0,3,0,0,0,0,0,0,2,1,0,0,2,1,1,0,3,1,0,0,1,0,2,0,1,3,0,0,0,0,0,2,3,0,0,1,0,0,0,0,2,2,0,3,3,0,0,1,1,0,0,3,3,1,0,1,0,2,2,0,1,2,1,0,2,1,0,0,0,0,0,2,0,1,0,0,1,1,2,3,2,0,3,1,0,1,2,0,0,2,3,3,2,0,3,1,0,0,0,0,3,2,2,3,2,1,0,1,1,3,3,2,0,1,0,2,0,0,3,0,0,2,2,1,2,0,3,2,1,2,2,0,0,0,0,0,0,2,2,1,0,2,1,2,2,1,0,0,2,0,1,3,2,0,3,2,0,1,3,0,2,1,1,2,0,2,3,0,0,0,3,3,1,0,2,0,1,1,0,0,2,1,1,3,2,2,3,0,2,0,0,1,0,1,0,1,0,2,2,0,0,0,1,3,2,3,1,0,0,2,3,1,1,0,0
135,AY661166,0,0,3,0,0,2,1,2,0,2,0,2,1,2,1,0,1,0,1,1,2,2,0,0,3,1,1,1,0,1,0,1,0,2,0,0,2,3,2,2,0,0,0,0,0,1,3,0,0,3,0,1,1,0,2,1,0,1,2,2,2,1,0,0,0,2,0,1,0,0,0,2,2,0,3,1,0,2,3,0,2,2,3,3,2,2,2,3,0,1,2,1,0,1,0,2,0,1,0,0,0,0,0,1,1,2,2,1,2,1,2,0,0,1,0,2,2,1,2,0,3,3,2,2,0,0,2,1,0,3,0,3,0,0,2,3,2,0,2,0,2,0,0,0,1,0,1,0,2,1,1,0,0,1,3,3,1,0,3,0,2,0,1,1,0,0,3,0,0,1,2,0,2,3,1,1,2,3,0,3,0,1,2,3,0,1,3,0,1,0,2,0,3,3,2,1,3,1,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,2,1,1,1,2,0,2,2,1,3,2,3,3,3
136,AY661165,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,3,1,2,1,0,0,1,1,0,1,2,0,1,0,1,3,0,3,1,1,2,0,3,2,2,0,0,1,1,0,1,1,1,3,0,0,0,0,0,0,0,3,0,0,2,3,1,0,0,3,3,1,0,1,2,0,1,0,2,3,3,1,3,1,2,2,0,2,1,3,1,2,1,0,1,3,2,3,2,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,2,3,1,2,3,3,0,2,2,3,3,0,3,2,2,0,0,0,2,3,0,3,0,1,0,1,0,3,3,3,2,3,2,0,0,3,1,0,1,3,1,1,0,2,2,0,1,1,0,2,0,2,2,0,0,1,3,0,3,3,0,2,2,0,0,1,2,2,0,1,1,2,2,1,2,0,0,0,0,2,1,1,2,2,2,2,0,3,2,1,0,1,1,1,0,1,0,2,2,2,2,1,1,0,0,1,1,0,0,3,1,1,3,0,2,1
137,AY661173,0,1,1,1,0,3,3,0,2,0,3,0,0,2,1,1,3,1,0,2,2,0,1,1,1,2,0,0,2,0,2,0,2,1,0,0,2,0,0,1,0,1,0,0,0,0,2,1,3,0,2,0,2,0,0,2,0,1,1,2,0,0,1,2,1,1,2,0,0,3,0,1,3,3,2,0,0,0,1,0,0,0,2,1,1,2,2,1,3,3,1,0,0,2,1,0,3,1,3,3,3,1,2,0,0,2,1,1,2,2,0,0,1,1,2,0,1,2,2,2,0,1,1,1,1,0,0,3,1,3,1,0,1,2,0,0,1,3,0,0,2,2,2,2,2,0,2,0,2,0,0,0,0,0,3,3,1,2,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,3,1,0,1,3,1,2,0,1,1,0,0,0,2,2,0,1,2,2,0,3,1,1,0,0,1,1,3,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,2,3,1,2,0,1,2,0,1,0,1,2,0,1,1,0
138,AY661174,3,3,0,1,2,1,0,2,1,1,2,0,2,1,1,0,3,0,3,1,1,2,0,0,0,1,0,2,0,1,2,1,2,0,2,2,1,0,2,1,0,0,3,2,0,1,0,1,0,3,0,1,1,1,0,0,3,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,1,2,0,1,1,1,0,0,0,3,0,0,1,2,2,0,1,3,2,0,0,1,1,3,1,0,3,0,2,3,0,1,0,1,2,3,0,3,0,3,0,0,0,0,0,0,1,3,0,2,1,3,2,3,2,2,0,0,0,1,3,1,1,2,0,1,0,0,0,0,3,2,0,0,3,3,2,3,2,1,0,1,0,2,0,0,0,0,1,1,1,0,2,0,3,0,2,0,0,0,0,2,2,0,1,2,0,0,3,0,3,0,0,0,3,2,1,2,1,0,0,2,0,0,2,0,1,3,1,3,0,1,0,1,0,2,0,0,0,3,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,2,1,0
139,AY661161,1,0,2,0,2,0,2,0,1,0,0,0,1,3,2,0,3,0,2,0,1,1,3,1,0,2,2,0,0,2,2,2,0,2,0,1,2,0,2,1,1,3,0,2,3,1,0,2,0,1,0,1,1,0,2,0,0,2,3,0,2,0,0,3,0,0,2,0,0,0,0,3,0,3,3,2,0,3,2,2,1,0,1,0,2,0,1,0,2,2,2,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,3,3,1,2,1,1,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,2,2,3,2,2,3,3,3,2,0,1,2,3,1,0,1,2,0,0,3,0,0,2,1,0,1,0,3,3,0,1,2,0,0,3,1,3,0,1,0,2,1,2,0,1,0,0,2,3,0,2,1,2,0,1,0,0,1,0,0,2,3,0,0,0,1,0,3,1,2,1,0,0,2,1,1,1,2,1,2,0,3,2,0,1,0,2,3,0,0,1,1,0,1,2,2,1,0,1,3,0,2,0,2,0,0,1,3,1,1,1,3,0
140,AY661157,3,1,0,0,0,2,2,2,2,0,2,0,0,0,1,0,0,0,3,0,1,2,0,1,3,1,0,0,3,2,0,0,0,0,0,1,0,3,0,0,0,1,0,2,3,0,2,3,3,1,0,2,0,0,0,1,0,2,1,3,2,0,0,2,0,0,0,1,2,1,2,1,2,1,2,0,0,2,1,0,0,0,0,1,1,3,1,0,1,0,1,0,0,0,2,0,1,0,3,3,1,3,0,0,0,1,3,0,2,1,0,0,3,0,1,0,1,0,2,1,1,0,2,0,0,0,1,0,2,3,2,0,0,1,3,0,1,0,1,0,3,1,2,2,0,0,1,2,1,0,2,1,0,1,2,2,1,2,0,0,0,3,0,0,0,0,0,1,1,2,0,0,1,2,0,0,0,0,1,0,1,1,2,3,3,1,3,0,3,3,0,1,1,2,1,2,2,1,1,2,1,0,1,1,0,0,1,3,0,1,2,2,0,0,1,0,2,2,2,0,0,0,1,1,2,0,0,2,1,2,1,2,1,0,2,1,0,2,0,0
141,AY661158,0,3,0,0,0,0,0,1,0,1,2,1,3,3,1,1,0,1,1,1,0,1,0,3,2,0,0,0,2,0,0,1,1,0,3,1,1,0,1,0,1,0,3,2,0,0,3,3,0,1,0,2,1,0,0,1,0,2,2,3,3,2,0,2,0,2,2,0,1,2,1,1,1,0,2,1,0,1,0,1,0,0,2,2,1,0,0,0,1,0,1,1,1,1,0,3,0,1,0,1,2,1,2,1,1,3,1,2,2,1,1,0,0,0,0,0,1,0,2,0,2,1,0,0,0,1,1,0,3,3,0,2,1,3,0,3,2,0,1,0,1,3,0,0,2,3,0,2,1,3,2,0,1,2,3,3,0,1,2,3,1,0,0,0,1,2,2,2,0,0,0,0,1,2,1,1,1,1,1,3,2,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,2,1,0,1,0,0,3,1,1,3,2,0,1,2,3,3,1,1,3,0,0,2,1,2,0,0,0,2,2,2,0,3,2,1,2,2,2,0,0,2,0,0,1,0
142,AY661170,3,1,3,3,1,0,1,0,1,0,2,2,1,1,0,3,2,0,2,0,2,3,0,0,1,0,2,0,0,2,0,2,2,1,3,0,1,0,2,0,1,2,2,3,2,1,0,2,0,0,0,0,2,0,1,1,3,2,1,0,3,0,2,2,3,0,0,0,2,1,0,0,2,3,2,1,0,2,0,2,3,0,0,0,2,2,2,0,1,1,1,1,1,0,3,0,3,2,2,1,1,0,2,2,1,0,2,1,2,1,0,1,3,0,0,0,0,2,0,0,2,0,2,0,0,1,0,3,2,3,0,0,1,3,1,0,1,0,3,1,1,3,3,2,2,1,3,0,0,0,1,0,1,0,3,3,2,1,0,0,2,1,3,2,1,3,2,3,2,2,2,2,0,0,0,1,0,2,2,1,0,0,0,2,0,0,2,1,1,1,0,0,0,0,0,1,2,0,0,3,2,3,0,0,1,0,0,1,0,1,0,0,3,0,0,0,2,3,0,2,2,0,2,1,0,0,2,1,1,1,2,2,0,2,1,0,3,0,0,1
143,AY661171,1,0,2,2,1,3,3,0,0,2,0,0,3,3,1,1,0,1,2,2,3,2,1,2,1,0,2,1,0,3,0,0,3,0,1,3,0,3,0,1,0,0,0,0,2,1,1,0,1,0,1,0,0,0,3,2,0,3,0,3,1,0,2,0,0,0,0,0,3,3,0,0,0,1,1,1,1,0,0,1,2,0,2,1,0,1,0,1,1,0,1,0,0,1,0,2,3,0,0,0,3,2,1,2,0,1,0,0,1,0,0,3,1,0,3,1,0,0,0,0,1,0,0,0,1,2,1,0,0,3,0,0,1,0,0,2,2,1,2,2,0,1,0,3,3,0,2,0,3,1,2,3,0,1,3,3,0,3,0,1,0,0,0,0,1,2,0,3,0,2,0,3,2,0,2,1,1,1,0,0,3,0,0,3,0,3,1,2,1,2,2,1,0,3,0,1,2,1,1,0,0,0,0,0,0,1,2,2,1,1,2,0,0,1,0,1,1,0,1,3,2,3,0,3,0,2,3,3,2,2,2,0,0,1,2,3,2,0,1,2
144,AY661172,0,0,1,0,0,0,2,0,1,0,1,1,1,0,0,0,0,1,0,1,1,3,0,2,3,0,3,1,0,2,2,1,1,2,1,1,0,0,0,2,0,0,0,1,2,2,3,0,1,0,1,0,1,0,3,2,0,0,3,0,1,1,2,0,0,1,2,1,0,0,1,3,0,2,1,0,3,0,0,1,2,0,0,1,0,0,1,2,3,1,2,0,1,0,3,0,0,2,3,3,1,2,3,0,1,2,3,2,3,1,2,2,0,3,1,0,1,0,3,0,0,0,1,2,3,3,1,1,0,3,0,1,0,3,0,2,1,3,0,1,2,1,3,0,3,1,1,2,3,1,1,2,2,0,3,3,0,0,1,3,0,0,2,0,0,1,0,1,3,3,0,0,2,2,0,2,0,3,0,1,0,0,3,1,0,0,3,2,3,1,0,1,0,0,3,3,3,0,1,2,1,0,0,0,0,0,0,2,1,1,0,0,0,1,2,3,1,0,1,2,3,1,0,0,0,0,0,1,0,0,2,2,2,1,0,1,1,3,0,0
145,AY661211,3,0,0,0,3,0,0,3,3,0,1,0,1,0,0,3,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,2,2,0,0,2,1,0,1,0,0,1,1,0,1,0,2,2,2,0,0,2,0,1,0,0,1,2,0,3,1,0,3,0,2,2,2,2,0,0,0,1,1,2,0,2,0,1,0,1,2,2,1,0,1,1,2,0,3,3,1,2,2,1,2,0,2,1,0,0,3,2,3,0,1,3,1,0,0,0,1,1,1,3,3,2,2,1,0,1,1,0,0,1,3,3,0,2,3,1,1,2,1,1,0,0,0,0,0,1,3,0,0,2,0,0,1,0,1,2,2,1,3,2,2,0,1,1,0,2,3,0,2,0,1,1,0,0,0,2,1,1,1,1,0,3,2,0,0,2,0,3,0,0,2,0,3,2,2,0,0,2,1,0,3,2,2,2,0,2,0,0,3,0,0,3,1,2,3,2,1,2,0,0,0,0,2,0,0,0,2,0,0,2,1,0,1,2,2,0,0,1,0,0,0
146,AY661175,3,2,0,2,1,2,0,0,0,0,2,0,2,0,2,0,2,0,1,0,3,2,1,0,3,1,0,1,0,3,0,2,0,0,1,2,0,1,2,0,0,0,0,0,0,2,2,2,0,2,0,0,0,2,2,0,2,2,2,0,0,2,1,1,1,2,1,2,2,0,3,2,2,2,0,2,1,0,0,0,0,3,0,0,0,2,0,0,2,0,2,0,0,3,0,2,0,0,3,2,3,1,2,2,0,0,0,2,1,2,3,2,1,0,0,3,0,3,0,3,0,0,0,0,0,0,1,3,0,3,2,0,0,0,0,1,0,0,3,1,0,0,2,1,0,3,3,0,0,1,0,0,1,2,3,3,0,2,3,1,0,1,2,0,0,0,2,1,3,1,0,3,1,1,2,0,1,3,2,1,0,2,1,0,2,0,0,0,1,1,2,0,1,2,0,0,2,3,0,0,3,0,0,1,0,1,1,2,3,3,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,2,0,2,0,0,0,1,0,0,2,0,3
147,Z46408,2,0,0,3,0,2,3,3,1,3,0,0,0,2,1,0,1,3,3,0,1,3,0,1,0,2,2,3,2,0,2,0,3,0,0,3,1,3,0,3,2,0,0,2,1,1,1,2,3,3,3,0,2,0,0,0,0,0,1,0,1,0,1,2,0,1,2,1,0,2,1,0,3,3,1,1,3,1,0,0,0,2,2,0,3,1,1,0,1,0,2,1,0,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,2,1,2,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,3,0,0,0,1,0,2,0,0,0,0,3,1,2,0,3,1,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,3,0,1,2,1,3,0,0,3,1,0,0,1,1,0,3,0,1,0,2,2,0,3,0,3,0,0,2,2,2,3,3,3,2,1,1,1,0,0,0,1,2,0,2,0,2,3,0,2,1,1,0,2,0,0,0,1,2,2,1,0,0,0,1,0,0,0,2,2,0,0,1,0,3,0,3,2
148,AY661204,1,1,0,0,0,2,2,1,2,1,2,2,0,0,0,0,3,1,0,0,0,2,1,0,3,0,0,1,1,2,1,3,2,0,1,3,0,0,0,0,0,0,1,0,3,1,0,2,2,3,0,3,0,0,0,0,0,0,2,0,1,0,2,3,0,0,0,0,0,1,2,2,1,2,1,3,1,0,1,1,3,0,0,1,3,3,1,1,0,0,1,2,1,0,3,0,1,0,3,2,3,3,0,1,0,0,0,1,2,0,0,3,0,1,0,2,0,0,0,0,2,0,0,0,2,2,3,2,0,3,1,2,0,1,2,2,1,3,3,0,0,1,0,2,0,0,3,3,3,1,3,0,1,0,3,3,0,1,2,2,1,0,2,0,0,1,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,2,0,0,3,2,0,1,0,0,3,0,1,3,0,1,3,1,0,3,1,2,2,0,2,1,0,0,1,1,2,1,1,2,3,1,2,3,1,3,0,3,3,3,2,1,1,1,3,3,3,2,3,2,1,1,0,1,1,3
149,AY661178,2,0,2,1,0,1,0,1,0,0,0,1,0,0,2,0,0,3,1,2,0,1,0,3,0,1,2,0,2,0,1,2,0,2,2,0,3,3,0,0,1,0,3,2,2,1,3,2,2,3,2,2,0,1,0,0,2,0,1,1,0,3,0,1,0,1,2,2,0,1,0,1,0,1,0,1,0,0,0,0,2,0,2,0,2,1,2,2,0,3,2,2,0,0,1,0,0,1,2,2,0,0,1,0,1,1,1,0,0,2,0,0,2,3,2,0,2,1,1,2,1,2,1,2,0,0,1,0,1,3,0,3,0,0,0,1,2,0,2,0,0,3,1,0,0,0,3,1,1,3,2,0,1,0,3,3,2,0,3,3,1,1,0,2,0,2,0,0,0,2,1,0,2,0,1,1,1,0,0,1,1,0,1,3,1,0,2,0,0,0,3,3,1,0,3,0,3,2,1,2,2,3,0,1,0,2,3,0,3,2,0,0,3,2,2,0,0,0,1,0,0,0,0,0,2,2,3,1,1,1,2,2,1,0,3,3,2,0,0,3
150,AY661176,2,0,1,2,1,0,2,0,0,1,2,0,0,1,2,0,0,0,0,2,2,2,2,2,2,2,1,0,1,2,2,0,3,0,0,3,0,3,1,3,0,3,0,0,0,1,1,2,1,1,1,2,0,0,1,1,3,1,1,0,0,1,0,2,1,0,1,1,0,0,1,0,2,1,3,1,2,0,2,3,1,3,3,1,3,2,2,1,0,0,2,2,0,3,1,0,0,2,2,0,0,2,1,2,1,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,3,0,0,3,2,2,3,0,2,0,0,0,1,2,1,0,1,3,0,1,1,0,3,1,3,0,0,2,3,3,2,2,0,0,2,1,0,0,0,0,0,0,3,1,1,2,0,0,1,0,0,0,2,1,3,0,2,3,0,0,2,2,0,0,0,0,2,0,1,0,2,3,0,0,0,0,0,2,1,3,0,1,0,1,0,1,1,0,0,2,0,0,2,2,2,0,2,0,2,3,2,1,1,0,2,0,1,1,1,0,0,1,0,0
151,AY661177,0,0,0,0,0,2,0,0,0,0,3,1,2,1,2,1,1,2,0,2,0,2,0,1,2,1,0,1,3,0,1,3,0,1,2,0,0,2,0,0,3,0,0,2,0,1,1,2,1,0,3,0,0,2,0,3,2,0,1,0,2,3,3,0,0,2,0,2,2,0,3,0,1,1,2,0,2,0,3,0,2,1,1,1,3,3,0,0,0,0,2,1,3,1,1,3,2,0,0,3,0,1,1,0,1,3,1,0,0,0,0,0,1,1,0,0,0,3,0,0,1,2,3,0,3,0,1,2,2,3,0,1,0,0,3,1,0,3,1,0,0,1,1,2,2,0,3,0,1,1,3,3,2,0,3,3,0,1,0,3,3,1,1,1,0,0,2,0,0,1,0,0,3,1,1,0,3,0,0,2,0,0,3,0,1,2,0,1,2,0,2,0,0,2,2,0,2,2,1,0,0,0,2,2,0,2,2,1,0,0,1,0,0,1,1,2,1,3,2,0,0,1,0,0,0,0,3,0,0,1,2,1,2,0,1,0,1,0,0,1
152,Z46414,0,0,1,0,1,0,0,1,2,0,2,1,0,3,0,2,0,0,0,0,1,0,0,0,0,3,0,2,1,1,0,1,1,0,3,0,2,3,0,0,0,0,0,1,0,1,1,2,0,1,0,0,1,0,2,2,0,0,2,0,0,0,0,1,1,3,3,1,1,0,2,0,3,0,2,3,0,1,1,1,3,0,1,0,1,3,0,1,0,2,0,2,1,2,1,0,0,0,1,0,3,3,3,0,0,1,2,3,0,0,1,1,3,2,0,0,0,0,0,1,2,2,0,2,0,0,1,1,0,3,0,0,0,2,0,0,1,0,2,3,0,0,0,2,2,2,0,0,1,0,1,3,3,0,3,3,0,1,0,0,0,0,3,0,3,2,0,3,1,0,3,0,1,2,0,2,0,0,2,0,2,2,3,1,2,1,2,0,0,0,0,1,3,0,2,2,2,0,3,0,0,1,1,0,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,0,2,0,0,1,1,2,1,2,2,1,0,2,0,0,2,1,0
